ID	race	Z	P	FDR	beta	se	z	p	fdr	Consistent_direction
seq.18381.16	CHN	-3.61	0.000306	0.031059	-0.0121993122613571	0.00410039435140532	-2.9751558547475	0.0029283972465367	0.00869367932565583	TRUE
seq.12524.18	CAU	3.44	0.000574	0.0200698596491228	0.00902940803806427	0.00307411060030828	2.93724241319059	0.00331145141590034	0.00953296619728886	TRUE
seq.13093.6	CAU	4.08	4.57e-05	0.00233538717948718	0.0138941711902089	0.00481663132012585	2.88462418374298	0.00391881166257977	0.0109496208219141	TRUE
seq.2571.12	CHN	3.49	0.000475	0.0404376	0.0260441734033752	0.00922077369870445	2.8245106380861	0.00473528763306156	0.0128529235754528	TRUE
seq.4467.49	CAU	3.16	0.00157	0.0447001428571429	0.00558961844937403	0.00205480247499095	2.72027044808706	0.00652285432587788	0.0172130878044	TRUE
seq.16913.8	CAU	3.55	0.00039	0.0143938888888889	0.00879996573219295	0.00327422283614429	2.68765022192434	0.00719567275817113	0.0184753760007097	TRUE
seq.14150.7	CAU	5.62	1.92e-08	2.25091764705882e-06	0.0116368958740362	0.00438928934231508	2.65120272702243	0.00802056835332466	0.0200514208833116	TRUE
seq.12334.25	CAU	3.14	0.00166	0.0465969014084507	0.00527164791601337	0.00206735539117643	2.54994759900161	0.0107739111387418	0.026244142517448	TRUE
seq.10743.13	CHN	3.48	0.000498	0.0404376	0.0137236766164195	0.00549463937595705	2.49764828543077	0.0125020165235227	0.0296922892433664	TRUE
seq.3710.49	CAU	-10	1.37e-23	1.365205e-20	-0.00899250510435491	0.0037592689842113	-2.39208876569431	0.0167527901334093	0.0379860290803962	TRUE
seq.11387.3	CAU	6.13	8.54e-10	1.41835166666667e-07	0.0115845118506394	0.00484466229326767	2.39119078882705	0.016793823382912	0.0379860290803962	TRUE
seq.13954.9	CAU	3.18	0.00146	0.0421707246376812	0.0126935185676595	0.00550156149948848	2.30725741570637	0.0210404739876765	0.0464847681123085	TRUE
seq.3376.49	CHN	3.52	0.000433	0.0404376	0.00989473747124429	0.00436372825310446	2.26749625488364	0.0233599274265726	0.0504362069437363	TRUE
seq.2789.26	CAU	-3.59	0.000335	0.01359226	0.0101090790138385	0.00478066107674892	2.11457763927352	0.0344659611274911	0.0727614734913701	FALSE
seq.2643.57	CAU	-3.48	0.000504	0.0182631272727273	-0.00615399078509577	0.00299038966341178	-2.05792270498775	0.0395975538200451	0.0803731285804043	TRUE
seq.2182.54	CAU	-4.3	1.74e-05	0.00105511764705882	0.00448737713191291	0.0021823674994436	2.05619682892866	0.0397635478239895	0.0803731285804043	FALSE
seq.18225.13	CAU	3.12	0.00183	0.0499615068493151	0.00458409598619642	0.00228257768716729	2.00829790458758	0.0446116444336174	0.0882938796082011	TRUE
seq.3003.29	CAU	3.34	0.000841	0.0266049682539683	0.00469149223578099	0.00245136395115144	1.91382933308509	0.0556419661696066	0.107877281349237	TRUE
seq.7803.4	CAU	-3.33	0.000858	0.02671865625	-0.00681808042916961	0.00358519080828399	-1.90173432705887	0.0572058957619905	0.108691201947782	TRUE
seq.17384.110	CAU	-3.28	0.00103	0.0311028787878788	-0.00735094906657832	0.00393319936442726	-1.86894901211008	0.0616299084836169	0.114800809920463	TRUE
seq.10620.21	CHN	-9.36	8.3e-21	3.54844e-18	8.49641427813231	4.62147767912893	1.83846268835247	0.0659942550375403	0.120566427472429	FALSE
seq.21232.39	CHN	9.16	5.28e-20	1.60776e-17	0.0260708190346464	0.015779703787023	1.65217417174121	0.0984990500697776	0.176554901068469	TRUE
seq.19272.9	CAU	-3.34	0.000832	0.0266049682539683	-0.00221856885156158	0.00146396336093071	-1.51545380900184	0.129657519443418	0.228101191613421	TRUE
seq.21433.3	CAU	3.39	0.000705	0.0242252586206897	0.00307173412057724	0.00204584502687145	1.5014500513143	0.133239196548512	0.230140430401975	TRUE
seq.18216.22	CAU	3.56	0.000373	0.0141766226415094	0.00346307908653741	0.00235313814400296	1.47168541522442	0.141105847874734	0.239375991930352	TRUE
seq.9297.12	CAU	4.21	2.6e-05	0.00143938888888889	0.00390668801811107	0.00268017820969896	1.45762248345041	0.144944628888227	0.23953617622613	TRUE
seq.8953.47	CAU	5.07	4.02e-07	3.204744e-05	0.305088079588969	0.209981238466944	1.45293018469836	0.146243139169637	0.23953617622613	TRUE
seq.16758.96	CAU	4.28	1.89e-05	0.00107622	-0.00577133608863489	0.00400091539675328	-1.44250390631061	0.149160270395494	0.240173316738507	FALSE
seq.8468.19	CHN	9.35	8.74e-21	3.54844e-18	0.0205171990927325	0.014561789088139	1.40897515879037	0.158842513646443	0.247559474910633	TRUE
seq.3676.15	CAU	-3.57	0.00036	0.0140682352941176	0.00637348388431702	0.00452475650907715	1.40858052174324	0.158959241784722	0.247559474910633	FALSE
seq.21770.18	CAU	-5.36	8.24e-08	8.21116e-06	-0.00334959312417992	0.0026352227271434	-1.27108539618998	0.203698270119603	0.312118317118747	TRUE
seq.3814.63	CAU	3.73	0.000195	0.00883261363636364	0.00319538013537125	0.00257456339839976	1.24113476380398	0.214555969131501	0.323536778849089	TRUE
seq.7234.12	CHN	3.76	0.000172	0.0232773333333333	10.6746837683862	10.1468078402994	1.05202384201958	0.292788611076095	0.434608094566079	TRUE
seq.2843.13	CHN	3.61	0.000304	0.031059	-4.88852783696441	4.76054840855136	-1.02688333726072	0.304475401311768	0.445002509609507	FALSE
seq.12378.71	CAU	-4.69	2.67e-06	0.000190046785714286	-0.00256148327878593	0.00256928626350416	-0.996962975738022	0.318782481602525	0.457207322035147	TRUE
seq.11178.21	CAU	-3.47	0.000517	0.0183996607142857	-0.00217465885520368	0.00219788454969456	-0.989432704964367	0.322451479751104	0.457207322035147	TRUE
seq.22815.4	CAU	-8.98	2.6e-19	1.03636e-16	-0.0061887013855485	0.00634907546921076	-0.974740561135242	0.329688967629683	0.460594881247351	TRUE
seq.4151.6	CAU	-9.92	3.35e-23	2.22551666666667e-20	-0.00479291693175802	0.0051305573254067	-0.934190308725979	0.350205733917549	0.482167314814017	TRUE
seq.21397.21	CAU	-5.3	1.15e-07	1.09140476190476e-05	0.00411935967148324	0.0044710844085209	0.921333460766846	0.356876356627019	0.484332198279526	FALSE
seq.12571.14	AFA	-4.4	1.1e-05	0.005786	-0.00914299982545491	0.0106739165085936	-0.856574043659964	0.391680335780891	0.524079322523727	TRUE
seq.4330.4	HIS	5.44	5.37e-08	1.866075e-05	0.0154238593073878	0.019179850107063	0.804169960729147	0.421298824734555	0.555880393746982	TRUE
seq.3640.14	CAU	-5.05	4.41e-07	3.38043461538462e-05	0.00265677276164735	0.00339243560466142	0.783146114253954	0.433541314037172	0.564197600459333	FALSE
seq.6547.83	CAU	3.35	0.000802	0.0262030491803279	0.0011815363530129	0.0016959419969099	0.696684412064635	0.486000316106499	0.621566516712547	TRUE
seq.17341.89	CAU	-5.98	2.2e-09	3.13185714285714e-07	-14.1582749284432	20.5436724958084	-0.689179353464283	0.490710407930958	0.621566516712547	TRUE
seq.18307.71	CAU	7.44	1.01e-13	2.87561428571429e-11	-0.00586721008320753	0.00865317918422601	-0.678040978731025	0.497745711165657	0.622182138957071	FALSE
seq.23691.2	CAU	8.67	4.42e-18	1.46817666666667e-15	0.00395659977082492	0.00596201610425547	0.663634532620743	0.506924249756357	0.625426022426674	TRUE
seq.23200.25	CAU	4.44	8.9e-06	0.000611644827586207	0.00100816152908203	0.00163110484690169	0.61808505504539	0.536519273208463	0.653452960959025	TRUE
seq.15573.110	CAU	3.58	0.000341	0.01359226	0.00204680747398994	0.00348329932432319	0.587605968771472	0.556796803770884	0.663971808710071	TRUE
seq.21567.214	CAU	5.13	2.89e-07	2.50424782608696e-05	-2.47982953306905	4.29837420503909	-0.576922672335481	0.563991693941699	0.663971808710071	FALSE
seq.24216.30	CHN	3.87	0.000109	0.01659525	11.5653851703589	20.4966388264336	0.564257645767929	0.572578801490525	0.663971808710071	TRUE
seq.21232.39	HIS	5.63	1.8e-08	8.34e-06	-4.045425800302	7.17944302460045	-0.563473487628538	0.573112508570798	0.663971808710071	FALSE
seq.5227.60	CHN	4.75	2.07e-06	0.00042021	-0.00277293189503735	0.00566760884982758	-0.489259574630261	0.624657937154403	0.714969928068293	FALSE
seq.5509.7	CAU	-3.73	0.000188	0.00871358139534884	-0.00192829686300355	0.00472056853581436	-0.408488267541039	0.682915242351774	0.772344619326411	TRUE
seq.3181.50	CAU	-6.32	2.58e-10	4.67449090909091e-08	0.00220252147161816	0.00599722480995608	0.367256779829517	0.713427489615739	0.797360135452885	FALSE
seq.22967.15	CAU	-5.61	2.05e-08	2.26980555555556e-06	-0.00159118436488079	0.00460096254002505	-0.345837278838642	0.72946500737777	0.798355995315099	TRUE
seq.18864.7	CAU	-7.27	3.57e-13	8.8937625e-11	-0.000898992956609504	0.00261618025890101	-0.343628063682106	0.731126016762249	0.798355995315099	TRUE
seq.13699.6	CHN	6.2	5.64e-10	1.373904e-07	-0.00119087175725553	0.00487992175373152	-0.244035010673051	0.807203704857063	0.871413090470693	FALSE
seq.2855.49	CAU	4.29	1.8e-05	0.00105511764705882	0.00127586412109494	0.00611943551855511	0.208493760123186	0.834843454291855	0.888004973996681	TRUE
seq.8048.9	CAU	3.84	0.000125	0.006228125	0.000636994149244782	0.00318064528048033	0.200271986679566	0.841267870102119	0.888004973996681	TRUE
seq.10620.21	HIS	-8.48	2.34e-17	3.2526e-14	-0.0190950704677567	0.103346254374673	-0.184767900716838	0.853411085838645	0.890923661040344	TRUE
seq.7849.3	CHN	-4.33	1.5e-05	0.00261	-0.00301611802665646	0.0200118893953346	-0.15071630504612	0.880199510596796	0.908901668551039	TRUE
seq.24414.3	CAU	-3.61	0.00031	0.0128714583333333	-0.000411635082577617	0.00455398259404235	-0.0903901308529658	0.92797719902795	0.947933697931777	TRUE
seq.12571.14	CAU	-5.43	5.53e-08	5.80067894736842e-06	-0.000343369371076196	0.00491275478497962	-0.0698934479950072	0.944278468120039	0.954323983738337	TRUE
seq.9580.5	CAU	3.29	0.00101	0.0309681538461539	-2.02134370575887e-05	0.00259724296387291	-0.00778265158044637	0.993790405147431	0.993790405147431	FALSE
