PANEL	FILE	ID	HSQ	MODEL	N_SNP	N_cis	N_trans	MODELCV.R2	MODELCV.PV	PWAS.Z	PWAS.P	FDR	Bonferroni_p
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.11387.3.wgt.RDat	seq.11387.3	0.243	blup	5717	5519	198	0.072	4.2e-14	6.13	8.54e-10	1.41835166666667e-07	1.702022e-06
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3479.71.wgt.RDat	seq.3479.71	0.0331	blup	2434	2368	66	0.015	0.00037	-6.05	1.42e-09	2.17696923076923e-07	2.83006e-06
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.17341.89.wgt.RDat	seq.17341.89	0.0198	top1	1	1	0	0.025	6.1e-06	-5.98	2.2e-09	3.13185714285714e-07	4.3846e-06
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.9880.33.wgt.RDat	seq.9880.33	0.17	enet	35	0	35	0.095	1.9e-18	-5.84	5.33e-09	7.08179333333333e-07	1.062269e-05
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.2843.13.wgt.RDat	seq.2843.13	0.218	enet	19	19	0	0.26	2.1e-52	5.71	1.16e-08	1.444925e-06	2.31188e-05
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.14150.7.wgt.RDat	seq.14150.7	0.101	blup	1044	0	1044	0.061	3.3e-12	5.62	1.92e-08	2.25091764705882e-06	3.82656e-05
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.22967.15.wgt.RDat	seq.22967.15	0.0425	blup	1203	1203	0	0.015	0.00048	-5.61	2.05e-08	2.26980555555556e-06	4.08565e-05
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.12571.14.wgt.RDat	seq.12571.14	0.0522	blup	1533	1412	121	0.023	1.6e-05	-5.43	5.53e-08	5.80067894736842e-06	0.0001102129
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.21770.18.wgt.RDat	seq.21770.18	0.201	enet	47	47	0	0.19	8e-37	-5.36	8.24e-08	8.21116e-06	0.0001642232
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.21397.21.wgt.RDat	seq.21397.21	0.138	lasso	8	8	0	0.12	7.7e-24	-5.3	1.15e-07	1.09140476190476e-05	0.000229195
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.25964.12.wgt.RDat	seq.25964.12	0.136	lasso	7	5	2	0.086	1.2e-16	5.14	2.69e-07	2.43689545454545e-05	0.000536117
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.21567.214.wgt.RDat	seq.21567.214	0.0724	lasso	7	7	0	0.041	9.7e-09	5.13	2.89e-07	2.50424782608696e-05	0.000575977
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.14091.42.wgt.RDat	seq.14091.42	0.308	enet	60	60	0	0.27	7e-55	-5.08	3.79e-07	3.14727916666667e-05	0.000755347
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.8953.47.wgt.RDat	seq.8953.47	0.0557	top1	1	1	0	0.04	1.8e-08	5.07	4.02e-07	3.204744e-05	0.000801186
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3640.14.wgt.RDat	seq.3640.14	0.359	enet	145	21	124	0.28	7.3e-57	-5.05	4.41e-07	3.38043461538462e-05	0.000878913
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.8794.13.wgt.RDat	seq.8794.13	0.196	enet	42	42	0	0.12	1.4e-22	4.74	2.09e-06	0.000154272962962963	0.00416537
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.12378.71.wgt.RDat	seq.12378.71	0.192	enet	60	60	0	0.092	9e-18	-4.69	2.67e-06	0.000190046785714286	0.00532131
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.23200.25.wgt.RDat	seq.23200.25	0.172	lasso	10	6	4	0.086	9.7e-17	4.44	8.9e-06	0.000611644827586207	0.0177377
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.8068.43.wgt.RDat	seq.8068.43	0.058	lasso	8	8	0	0.036	8.9e-08	4.41	1.06e-05	0.000704193333333333	0.0211258
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.19237.17.wgt.RDat	seq.19237.17	0.0276	enet	10	10	0	0.013	0.00081	-4.36	1.3e-05	0.000835774193548387	0.025909
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.2182.54.wgt.RDat	seq.2182.54	0.368	enet	136	113	23	0.23	2.5e-45	-4.3	1.74e-05	0.00105511764705882	0.0346782
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.5102.55.wgt.RDat	seq.5102.55	0.371	lasso	43	40	3	0.3	6.2e-60	4.29	1.78e-05	0.00105511764705882	0.0354754
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.2855.49.wgt.RDat	seq.2855.49	0.0347	top1	1	1	0	0.025	6.5e-06	4.29	1.8e-05	0.00105511764705882	0.035874
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.16758.96.wgt.RDat	seq.16758.96	0.0849	lasso	3	3	0	0.034	2.3e-07	4.28	1.89e-05	0.00107622	0.0376677
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.9297.12.wgt.RDat	seq.9297.12	0.224	enet	36	36	0	0.31	1.3e-62	4.21	2.6e-05	0.00143938888888889	0.051818
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.14208.3.wgt.RDat	seq.14208.3	0.0671	enet	30	12	18	0.07	9.7e-14	4.12	3.78e-05	0.00203609189189189	0.0753354
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3066.12.wgt.RDat	seq.3066.12	0.0742	enet	36	36	0	0.11	1.7e-21	4.09	4.39e-05	0.00230243947368421	0.0874927
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.13093.6.wgt.RDat	seq.13093.6	0.0911	blup	358	358	0	0.023	1.6e-05	4.08	4.57e-05	0.00233538717948718	0.0910801
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.8048.9.wgt.RDat	seq.8048.9	0.169	enet	87	0	87	0.2	2.7e-39	3.84	0.000125	0.006228125	0.249125
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.16616.137.wgt.RDat	seq.16616.137	0.0272	top1	1	1	0	0.023	1.7e-05	3.8	0.000145	0.00704841463414634	0.288985
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.21322.60.wgt.RDat	seq.21322.60	0.131	enet	32	0	32	0.23	1.4e-44	-3.75	0.000175	0.00830416666666667	0.348775
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.5509.7.wgt.RDat	seq.5509.7	0.0286	blup	731	731	0	0.013	0.00086	-3.73	0.000188	0.00871358139534884	0.374684
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3814.63.wgt.RDat	seq.3814.63	0.0449	lasso	7	7	0	0.029	1.5e-06	3.73	0.000195	0.00883261363636364	0.388635
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.21940.12.wgt.RDat	seq.21940.12	0.39	enet	39	0	39	0.38	6.6e-82	3.71	0.000205	0.00907922222222222	0.408565
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.6431.68.wgt.RDat	seq.6431.68	0.26	enet	18	18	0	0.19	3.9e-37	-3.62	0.000289	0.0125212391304348	0.575977
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.2692.74.wgt.RDat	seq.2692.74	0.301	enet	37	37	0	0.27	9.7e-55	3.61	0.000306	0.0128714583333333	0.609858
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.24414.3.wgt.RDat	seq.24414.3	0.0337	top1	1	1	0	0.028	2.6e-06	-3.61	0.00031	0.0128714583333333	0.61783
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.2789.26.wgt.RDat	seq.2789.26	0.0381	lasso	3	3	0	0.024	1.3e-05	-3.59	0.000335	0.01359226	0.667655
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.15573.110.wgt.RDat	seq.15573.110	0.035	top1	1	1	0	0.033	2.5e-07	3.58	0.000341	0.01359226	0.679613
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3676.15.wgt.RDat	seq.3676.15	0.506	enet	49	49	0	0.31	1.4e-63	-3.57	0.00036	0.0140682352941176	0.71748
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.18216.22.wgt.RDat	seq.18216.22	0.0239	top1	1	1	0	0.014	7e-04	3.56	0.000373	0.0141766226415094	0.743389
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.10890.135.wgt.RDat	seq.10890.135	0.0297	blup	1155	1155	0	0.012	0.0012	-3.56	0.000377	0.0141766226415094	0.751361
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.16913.8.wgt.RDat	seq.16913.8	0.204	lasso	10	10	0	0.1	6.6e-20	3.55	0.00039	0.0143938888888889	0.77727
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.2643.57.wgt.RDat	seq.2643.57	0.136	enet	49	0	49	0.12	2e-23	-3.48	0.000504	0.0182631272727273	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.11178.21.wgt.RDat	seq.11178.21	0.207	enet	83	77	6	0.1	6.1e-20	-3.47	0.000517	0.0183996607142857	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.12524.18.wgt.RDat	seq.12524.18	0.0827	enet	32	32	0	0.037	5.6e-08	3.44	0.000574	0.0200698596491228	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.21433.3.wgt.RDat	seq.21433.3	0.526	lasso	45	30	15	0.42	3.5e-92	3.39	0.000705	0.0242252586206897	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.9577.26.wgt.RDat	seq.9577.26	0.0412	enet	14	14	0	0.011	0.0026	-3.36	0.000768	0.025942779661017	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.13723.6.wgt.RDat	seq.13723.6	0.146	enet	28	18	10	0.11	6.3e-21	3.35	0.000802	0.0262030491803279	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.6547.83.wgt.RDat	seq.6547.83	0.141	lasso	5	0	5	0.12	2.2e-23	3.35	0.000802	0.0262030491803279	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.19272.9.wgt.RDat	seq.19272.9	0.376	enet	103	0	103	0.25	1.7e-48	-3.34	0.000832	0.0266049682539683	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3003.29.wgt.RDat	seq.3003.29	0.142	enet	60	60	0	0.084	2.5e-16	3.34	0.000841	0.0266049682539683	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.7803.4.wgt.RDat	seq.7803.4	0.0334	top1	1	0	1	0.042	7.3e-09	-3.33	0.000858	0.02671865625	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.9580.5.wgt.RDat	seq.9580.5	0.198	enet	52	52	0	0.22	1e-43	3.29	0.00101	0.0309681538461539	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.17384.110.wgt.RDat	seq.17384.110	0.0335	lasso	8	0	8	0.042	6.1e-09	-3.28	0.00103	0.0311028787878788	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.11278.4.wgt.RDat	seq.11278.4	0.0902	enet	60	60	0	0.04	1.8e-08	-3.24	0.00118	0.0351005970149254	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.18432.32.wgt.RDat	seq.18432.32	0.0374	enet	17	17	0	0.011	0.0021	3.22	0.0013	0.0381014705882353	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.13954.9.wgt.RDat	seq.13954.9	0.0354	enet	9	9	0	0.032	3.8e-07	3.18	0.00146	0.0421707246376812	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.4467.49.wgt.RDat	seq.4467.49	0.189	lasso	14	14	0	0.2	1.8e-38	3.16	0.00157	0.0447001428571429	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.12334.25.wgt.RDat	seq.12334.25	0.176	enet	54	53	1	0.17	5.6e-32	3.14	0.00166	0.0465969014084507	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.18225.13.wgt.RDat	seq.18225.13	0.173	enet	48	48	0	0.13	1.5e-24	3.12	0.00183	0.0499615068493151	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.8007.19.wgt.RDat	seq.8007.19	0.234	lasso	15	15	0	0.19	6.8e-36	-3.12	0.00183	0.0499615068493151	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.4479.14.wgt.RDat	seq.4479.14	0.417	lasso	8	8	0	0.32	6.1e-66	3.11	0.00189	0.0507550666666667	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.8967.6.wgt.RDat	seq.8967.6	0.179	enet	22	8	14	0.08	1.3e-15	3.1	0.00191	0.0507550666666667	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.2911.27.wgt.RDat	seq.2911.27	0.0242	blup	830	830	0	0.015	0.00036	3.1	0.00194	0.0508739473684211	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3166.92.wgt.RDat	seq.3166.92	0.562	lasso	10	10	0	0.46	4.6e-103	-3.1	0.00197	0.0509897402597403	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.18387.7.wgt.RDat	seq.18387.7	0.0227	top1	1	1	0	0.02	5.8e-05	3.09	0.002	0.0511025641025641	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.8018.43.wgt.RDat	seq.8018.43	0.133	top1	1	0	1	0.13	1e-25	-3.08	0.00204	0.0514648101265823	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3061.61.wgt.RDat	seq.3061.61	0.127	top1	1	1	0	0.093	5e-18	-3.08	0.00209	0.052067125	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.8329.166.wgt.RDat	seq.8329.166	0.0593	top1	1	0	1	0.047	1.2e-09	-3.06	0.00218	0.0532276829268293	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.10672.75.wgt.RDat	seq.10672.75	0.502	lasso	3	3	0	0.17	3e-33	3.06	0.00219	0.0532276829268293	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.15325.14.wgt.RDat	seq.15325.14	0.0259	lasso	3	3	0	0.011	0.0025	-3.05	0.0023	0.0550447619047619	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.4192.10.wgt.RDat	seq.4192.10	0.466	enet	15	14	1	0.22	3.4e-42	-3.05	0.00232	0.0550447619047619	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.11440.58.wgt.RDat	seq.11440.58	0.0933	top1	1	0	1	0.18	5.4e-34	3.04	0.00237	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.14634.13.wgt.RDat	seq.14634.13	0.298	enet	40	0	40	0.3	7.9e-61	-3.04	0.0024	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.7089.42.wgt.RDat	seq.7089.42	0.0177	blup	468	412	56	0.012	0.0013	-3.02	0.00256	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.2991.9.wgt.RDat	seq.2991.9	0.0361	enet	15	15	0	0.025	6.4e-06	-3.01	0.0026	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.7244.16.wgt.RDat	seq.7244.16	0.15	enet	26	26	0	0.15	5.5e-28	3.01	0.00263	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.5708.1.wgt.RDat	seq.5708.1	0.0664	blup	1710	1710	0	0.07	6.9e-14	-3.01	0.00265	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3000.66.wgt.RDat	seq.3000.66	0.713	enet	136	136	0	0.53	1.9e-126	3	0.00271	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.10816.150.wgt.RDat	seq.10816.150	0.743	lasso	5	5	0	0.7	1.1e-200	-2.99	0.00281	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.20120.101.wgt.RDat	seq.20120.101	0.221	lasso	2	2	0	0.26	9.9e-51	2.97	0.003	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.6402.8.wgt.RDat	seq.6402.8	0.77	top1	1	1	0	0.71	4e-205	-2.97	0.00301	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3218.8.wgt.RDat	seq.3218.8	0.0404	lasso	3	0	3	0.058	9.7e-12	2.96	0.00312	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.8424.269.wgt.RDat	seq.8424.269	0.0333	enet	33	0	33	0.04	2e-08	2.95	0.00313	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.10082.251.wgt.RDat	seq.10082.251	0.559	enet	33	0	33	0.43	3.7e-93	2.95	0.00314	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3399.31.wgt.RDat	seq.3399.31	0.0378	enet	25	0	25	0.046	1.8e-09	2.95	0.00319	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3495.15.wgt.RDat	seq.3495.15	0.377	lasso	12	12	0	0.24	2.4e-46	2.94	0.00326	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.15526.33.wgt.RDat	seq.15526.33	0.057	lasso	4	4	0	0.065	5.2e-13	-2.94	0.00331	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.13707.27.wgt.RDat	seq.13707.27	0.0961	enet	26	26	0	0.1	4.4e-20	2.93	0.00336	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.23298.148.wgt.RDat	seq.23298.148	0.133	top1	1	1	0	0.15	2.1e-28	2.93	0.00338	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.13710.6.wgt.RDat	seq.13710.6	0.554	enet	61	53	8	0.42	2.8e-91	-2.93	0.0034	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.4224.7.wgt.RDat	seq.4224.7	0.0495	enet	24	0	24	0.072	3.4e-14	2.93	0.00344	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.18934.50.wgt.RDat	seq.18934.50	0.0174	blup	325	325	0	0.015	0.00039	-2.92	0.00351	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.5676.54.wgt.RDat	seq.5676.54	0.168	top1	1	1	0	0.13	1.2e-24	2.91	0.00357	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.17692.2.wgt.RDat	seq.17692.2	0.232	lasso	15	11	4	0.22	7.6e-43	2.91	0.00359	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.3391.10.wgt.RDat	seq.3391.10	0.0426	lasso	3	0	3	0.068	2.1e-13	2.9	0.00371	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.17154.2.wgt.RDat	seq.17154.2	0.0367	lasso	2	0	2	0.064	1.1e-12	2.89	0.00387	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.12501.10.wgt.RDat	seq.12501.10	0.602	enet	46	0	46	0.49	1e-112	2.89	0.0039	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.14685.17.wgt.RDat	seq.14685.17	0.114	lasso	8	0	8	0.082	6.6e-16	2.87	0.00407	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.22832.9.wgt.RDat	seq.22832.9	0.0357	lasso	3	0	3	0.046	1.4e-09	2.87	0.00412	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.21508.7.wgt.RDat	seq.21508.7	0.347	lasso	7	0	7	0.26	1.7e-52	2.86	0.00417	0.055159797979798	1
03_establish_models/CAU_male_5e-9	03_establish_models/CAU_male_5e-9/08_establish_prediction_models/models//seq.12881.17.wgt.RDat	seq.12881.17	0.0577	lasso	3	0	3	0.059	8.6e-12	2.86	0.00424	0.055159797979798	1
