PANEL	FILE	ID	HSQ	MODEL	N_SNP	N_cis	N_trans	MODELCV.R2	MODELCV.PV	PWAS.Z	PWAS.P	FDR	Bonferroni_p
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.23569.53.wgt.RDat	seq.23569.53	0.0925	top1	1	1	0	0.061	1.3e-05	2.49	0.0126	0.399753846153846	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3366.51.wgt.RDat	seq.3366.51	0.233	lasso	14	14	0	0.3	1.1e-24	-2.49	0.0128	0.399753846153846	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.16323.8.wgt.RDat	seq.16323.8	0.0687	top1	1	0	1	0.11	7.1e-09	2.45	0.0144	0.406922727272727	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.5111.15.wgt.RDat	seq.5111.15	0.0714	top1	1	0	1	0.11	2.7e-09	2.45	0.0144	0.406922727272727	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3007.7.wgt.RDat	seq.3007.7	0.71	lasso	7	7	0	0.64	5.1e-66	-2.44	0.0145	0.406922727272727	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3488.64.wgt.RDat	seq.3488.64	0.142	blup	2605	2605	0	0.052	5.5e-05	-2.44	0.0145	0.406922727272727	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3221.54.wgt.RDat	seq.3221.54	0.0558	top1	1	1	0	0.033	0.0011	-2.44	0.0147	0.406922727272727	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.14042.11.wgt.RDat	seq.14042.11	0.0558	top1	1	1	0	0.054	3.7e-05	-2.41	0.0159	0.4186875	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.7927.16.wgt.RDat	seq.7927.16	0.028	top1	1	0	1	0.037	0.00057	-2.4	0.0162	0.4186875	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.19129.15.wgt.RDat	seq.19129.15	0.116	enet	22	22	0	0.038	5e-04	2.4	0.0164	0.4186875	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.10670.26.wgt.RDat	seq.10670.26	0.0919	blup	1386	1386	0	0.063	9.5e-06	2.4	0.0165	0.4186875	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.22569.55.wgt.RDat	seq.22569.55	0.204	lasso	12	0	12	0.29	2.7e-23	2.38	0.0174	0.425105882352941	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3807.1.wgt.RDat	seq.3807.1	0.0565	enet	17	17	0	0.043	0.00022	2.38	0.0175	0.425105882352941	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.5509.7.wgt.RDat	seq.5509.7	0.0636	top1	1	1	0	0.064	7.5e-06	-2.37	0.0178	0.425105882352941	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.19377.14.wgt.RDat	seq.19377.14	0.52	lasso	7	7	0	0.49	3.2e-44	2.34	0.0192	0.449723076923077	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.18413.24.wgt.RDat	seq.18413.24	0.142	top1	1	1	0	0.052	5.7e-05	2.33	0.0197	0.452728301886792	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.21546.20.wgt.RDat	seq.21546.20	0.197	top1	1	1	0	0.078	7.9e-07	2.32	0.0203	0.457877777777778	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.8295.16.wgt.RDat	seq.8295.16	0.475	lasso	8	8	0	0.44	2.1e-38	2.31	0.0211	0.46124262295082	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.15635.4.wgt.RDat	seq.15635.4	0.171	enet	31	31	0	0.14	4.4e-11	2.3	0.0213	0.46124262295082	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.8097.77.wgt.RDat	seq.8097.77	0.12	enet	25	24	1	0.098	3.3e-08	2.28	0.0225	0.46124262295082	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.8303.102.wgt.RDat	seq.8303.102	0.0951	top1	1	0	1	0.12	1.8e-09	-2.28	0.0226	0.46124262295082	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.6393.63.wgt.RDat	seq.6393.63	0.265	lasso	2	2	0	0.28	1.4e-22	2.28	0.0227	0.46124262295082	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.17153.46.wgt.RDat	seq.17153.46	0.31	blup	5570	765	4805	0.23	2.8e-18	2.27	0.023	0.46124262295082	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.23213.21.wgt.RDat	seq.23213.21	0.022	top1	1	1	0	0.02	0.0087	-2.27	0.0231	0.46124262295082	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.13622.16.wgt.RDat	seq.13622.16	0.0372	lasso	7	7	0	0.025	0.004	-2.26	0.0236	0.463625806451613	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.12714.38.wgt.RDat	seq.12714.38	0.0754	enet	10	10	0	0.13	2.5e-10	-2.24	0.0253	0.489133333333333	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.4564.2.wgt.RDat	seq.4564.2	0.194	top1	1	1	0	0.11	4.1e-09	-2.22	0.0264	0.502425	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3316.58.wgt.RDat	seq.3316.58	0.531	enet	25	0	25	0.29	2.3e-23	2.21	0.0274	0.513433846153846	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.15475.4.wgt.RDat	seq.15475.4	0.102	blup	593	593	0	0.047	0.00012	2.19	0.0286	0.521740298507463	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.9370.69.wgt.RDat	seq.9370.69	0.189	blup	2775	2671	104	0.16	5.2e-13	2.19	0.0287	0.521740298507463	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.2992.59.wgt.RDat	seq.2992.59	0.524	top1	1	1	0	0.32	2e-26	-2.16	0.0307	0.54636	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3320.49.wgt.RDat	seq.3320.49	0.108	blup	1604	1604	0	0.028	0.0026	2.15	0.0314	0.54636	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.8258.22.wgt.RDat	seq.8258.22	0.044	enet	11	11	0	0.016	0.019	2.15	0.0314	0.54636	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.5400.52.wgt.RDat	seq.5400.52	0.228	blup	875	875	0	0.11	4.7e-09	-2.14	0.0325	0.557535211267606	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.2789.26.wgt.RDat	seq.2789.26	0.103	enet	10	10	0	0.097	3.6e-08	2.12	0.0344	0.581933333333333	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3484.60.wgt.RDat	seq.3484.60	0.0689	top1	1	1	0	0.055	3.2e-05	-2.11	0.0351	0.58464	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.13113.7.wgt.RDat	seq.13113.7	0.0605	top1	1	1	0	0.074	1.7e-06	2.1	0.0359	0.58464	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.21433.3.wgt.RDat	seq.21433.3	0.505	lasso	24	24	0	0.44	8.5e-38	-2.1	0.036	0.58464	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.7905.30.wgt.RDat	seq.7905.30	0.728	lasso	9	9	0	0.61	4.5e-61	2.08	0.0378	0.601090909090909	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.8376.25.wgt.RDat	seq.8376.25	0.0863	blup	810	810	0	0.026	0.0037	2.07	0.038	0.601090909090909	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.11646.4.wgt.RDat	seq.11646.4	0.0679	top1	1	1	0	0.057	2.3e-05	2.07	0.0385	0.601192307692308	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.24499.36.wgt.RDat	seq.24499.36	0.047	blup	860	860	0	0.033	0.0012	-2.04	0.0409	0.6287925	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.21371.12.wgt.RDat	seq.21371.12	0.215	lasso	16	0	16	0.23	3.4e-18	2.04	0.0413	0.6287925	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3054.3.wgt.RDat	seq.3054.3	0.804	lasso	14	14	0	0.66	3.2e-70	2.01	0.044	0.651488372093023	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.11187.11.wgt.RDat	seq.11187.11	0.725	lasso	22	22	0	0.65	2.4e-67	2.01	0.0445	0.651488372093023	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.14148.2.wgt.RDat	seq.14148.2	0.0277	top1	1	1	0	0.048	0.00011	2.01	0.0447	0.651488372093023	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.19630.2.wgt.RDat	seq.19630.2	0.124	top1	1	0	1	0.078	8.9e-07	-2	0.0455	0.651488372093023	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.19254.125.wgt.RDat	seq.19254.125	0.211	lasso	11	11	0	0.15	2.7e-12	-2	0.0459	0.651488372093023	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.15370.5.wgt.RDat	seq.15370.5	0.123	top1	1	0	1	0.091	9.7e-08	2	0.046	0.651488372093023	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.5581.28.wgt.RDat	seq.5581.28	0.212	lasso	8	8	0	0.16	9e-13	-1.99	0.0466	0.6524	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.15385.116.wgt.RDat	seq.15385.116	0.353	lasso	7	7	0	0.41	1.8e-35	-1.98	0.0477	0.655646808510638	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.10588.39.wgt.RDat	seq.10588.39	0.153	blup	220	213	7	0.05	7.2e-05	1.97	0.0486	0.655646808510638	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.4304.18.wgt.RDat	seq.4304.18	0.0486	lasso	6	6	0	0.018	0.012	1.97	0.0487	0.655646808510638	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.24908.19.wgt.RDat	seq.24908.19	0.0808	blup	573	573	0	0.048	0.00011	1.96	0.0497	0.655646808510638	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3389.7.wgt.RDat	seq.3389.7	0.0837	top1	1	1	0	0.071	2.8e-06	-1.96	0.0499	0.655646808510638	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.20936.8.wgt.RDat	seq.20936.8	0.0641	lasso	16	15	1	0.051	6.3e-05	-1.96	0.0504	0.655646808510638	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3622.33.wgt.RDat	seq.3622.33	0.103	blup	590	590	0	0.054	4.2e-05	-1.96	0.0506	0.655646808510638	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3600.2.wgt.RDat	seq.3600.2	0.497	lasso	11	11	0	0.52	1.7e-47	-1.95	0.0513	0.65772	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.4908.6.wgt.RDat	seq.4908.6	0.582	lasso	25	9	16	0.42	1.6e-35	-1.93	0.0532	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3303.23.wgt.RDat	seq.3303.23	0.0849	top1	1	1	0	0.072	2.3e-06	-1.91	0.0555	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.8859.51.wgt.RDat	seq.8859.51	0.0643	top1	1	1	0	0.048	0.00011	1.91	0.0557	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.13519.112.wgt.RDat	seq.13519.112	0.0451	top1	1	1	0	0.028	0.0024	-1.91	0.0565	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.3309.2.wgt.RDat	seq.3309.2	0.799	top1	1	1	0	0.68	1.2e-72	-1.9	0.057	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.4154.57.wgt.RDat	seq.4154.57	0.119	blup	579	0	579	0.1	2e-08	-1.9	0.057	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.18218.48.wgt.RDat	seq.18218.48	0.246	enet	46	46	0	0.21	9e-17	1.9	0.0574	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.2888.49.wgt.RDat	seq.2888.49	0.206	lasso	11	10	1	0.096	4.6e-08	-1.9	0.058	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.2913.1.wgt.RDat	seq.2913.1	0.613	enet	125	125	0	0.29	5.3e-23	-1.9	0.0581	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.21548.20.wgt.RDat	seq.21548.20	0.21	lasso	8	8	0	0.2	1.5e-15	1.89	0.0592	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.14655.1.wgt.RDat	seq.14655.1	0.151	blup	1425	1401	24	0.048	1e-04	1.89	0.0594	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.15384.15.wgt.RDat	seq.15384.15	0.194	enet	38	38	0	0.12	8.6e-10	-1.88	0.06	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.21271.53.wgt.RDat	seq.21271.53	0.0672	enet	26	26	0	0.039	0.00042	-1.88	0.06	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.14711.27.wgt.RDat	seq.14711.27	0.101	top1	1	1	0	0.053	4.8e-05	-1.88	0.0604	0.674928440366973	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.21308.44.wgt.RDat	seq.21308.44	0.0729	top1	1	1	0	0.049	9.3e-05	-1.87	0.0614	0.679865454545455	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.7921.65.wgt.RDat	seq.7921.65	0.197	enet	59	59	0	0.098	3.1e-08	-1.86	0.0625	0.684741176470588	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.15535.3.wgt.RDat	seq.15535.3	0.132	top1	1	0	1	0.11	8.3e-09	-1.85	0.064	0.684741176470588	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.10565.19.wgt.RDat	seq.10565.19	0.114	top1	1	1	0	0.08	6.5e-07	-1.85	0.0647	0.684741176470588	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.9126.171.wgt.RDat	seq.9126.171	0.35	lasso	15	15	0	0.3	2.4e-24	1.85	0.0647	0.684741176470588	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.2851.63.wgt.RDat	seq.2851.63	0.127	blup	1671	1671	0	0.065	6.5e-06	1.84	0.0654	0.684741176470588	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.19289.29.wgt.RDat	seq.19289.29	0.06	top1	1	1	0	0.065	6.4e-06	-1.84	0.0655	0.684741176470588	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.25072.11.wgt.RDat	seq.25072.11	0.128	top1	1	1	0	0.15	4.7e-12	-1.84	0.0661	0.684741176470588	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.7958.15.wgt.RDat	seq.7958.15	0.0238	top1	1	1	0	0.027	0.003	1.83	0.0665	0.684741176470588	1
03_establish_models/CHN_male_5e-9	03_establish_models/CHN_male_5e-9/08_establish_prediction_models/models//seq.19135.5.wgt.RDat	seq.19135.5	0.109	blup	1060	1060	0	0.1	1.1e-08	-1.83	0.0669	0.684741176470588	1
